Event,Fighter 1,KD F_1,Sig. str. landed F_1,Sig. str. thrown F_1,Sig. str. % F_1,Total str. landed F_1,Total str. thrown F_1,Td completed F_1,Td attempted F_1,Td % F_1,Sub. att F_1,Rev. F_1,Ctrl F_1,Head landed F_1,Head thrown F_1,Body landed F_1,Body thrown F_1,Leg landed F_1,Leg thrown F_1,Distance landed F_1,Distance thrown F_1,Clinch landed F_1,Clinch thrown F_1,Ground landed F_1,Ground thrown F_1,Fighter 2,KD F_2,Sig. str. landed F_2,Sig. str. thrown F_2,Sig. str. % F_2,Total str. landed F_2,Total str. thrown F_2,Td completed F_2,Td attempted F_2,Td % F_2,Sub. att F_2,Rev. F_2,Ctrl F_2,Head landed F_2,Head thrown F_2,Body landed F_2,Body thrown F_2,Leg landed F_2,Leg thrown F_2,Distance landed F_2,Distance thrown F_2,Clinch landed F_2,Clinch thrown F_2,Ground landed F_2,Ground thrown F_2
UFC 166: Velasquez vs Dos Santos 3,Dustin Pague,0,9,15,0.6,18,24,1,1,1.0,1,1,209.0,5,11,3,3,1,1,2,7,5,6,2,2,Kyoji Horiguchi,1,30,50,0.6,74,98,1,3,0.33,0,0,233.0,24,43,1,2,5,5,10,14,2,2,18,34
UFC Fight Night: Gonzaga vs Cro Cop 2,Damian Stasiak,0,14,23,0.6,16,25,1,2,0.5,1,1,163.0,8,14,3,6,3,3,8,17,1,1,5,5,Yaotzin Meza,0,17,25,0.68,70,82,2,2,1.0,3,1,611.0,4,11,1,1,12,13,9,16,1,1,7,8
UFC Fight Night: Machida vs Mousasi,Ildemar Alcantara,0,50,87,0.57,75,115,4,7,0.57,0,0,321.0,31,61,10,17,9,9,23,52,14,15,13,20,Albert Tumenov,0,32,71,0.45,50,99,1,1,1.0,0,1,135.0,27,64,3,5,2,2,12,36,6,7,14,28
UFC Fight Night: McDonald vs. Lineker,Tim Boetsch,0,38,58,0.65,98,119,2,2,1.0,0,0,261.0,28,46,9,11,1,1,6,16,8,11,24,31,Josh Samman,0,17,39,0.43,23,47,0,3,0.0,0,0,127.0,7,23,5,11,5,5,13,26,4,13,0,0
UFC Fight Night: Marquardt vs Palhares,Yves Edwards,0,54,125,0.43,98,177,1,1,1.0,1,0,483.0,42,110,9,11,3,4,20,64,4,6,30,55,John Gunderson,0,15,82,0.18,24,91,0,6,0.0,2,0,49.0,5,67,5,7,5,8,12,76,3,6,0,0
UFC Fight Night: Fight for the Troops 2,Pat Barry,1,46,90,0.51,58,103,0,0,,0,0,53.0,14,56,2,2,30,32,43,86,1,2,2,2,Joey Beltran,0,55,177,0.31,104,235,0,6,0.0,0,0,262.0,35,150,7,10,13,17,26,134,29,43,0,0
UFC Fight Night: Nelson vs Story,Akira Corassani,0,11,29,0.37,11,29,0,0,,0,0,10.0,8,23,1,1,2,5,10,26,1,3,0,0,Max Holloway,1,31,51,0.6,38,62,0,0,,0,0,11.0,25,42,4,6,2,3,20,36,4,6,7,9
UFC 102: Couture vs Nogueira,Brandon Vera,0,62,134,0.46,73,146,1,1,1.0,0,0,186.0,16,76,10,19,36,39,35,97,26,36,1,1,Krzysztof Soszynski,0,41,127,0.32,55,143,1,5,0.2,0,0,159.0,18,93,8,12,15,22,20,99,21,28,0,0
UFC Fight Night: Miocic vs Maldonado,Rodrigo Damm,0,37,104,0.35,42,117,0,4,0.0,0,0,108.0,14,71,2,11,21,22,32,96,5,8,0,0,Rashid Magomedov,1,63,161,0.39,66,164,0,0,,0,0,42.0,26,93,19,42,18,26,56,151,2,3,5,7
UFC 28: High Stakes,Ben Earwood,0,5,9,0.55,64,71,2,2,1.0,0,0,587.0,5,9,0,0,0,0,1,1,0,0,4,8,Chris Lytle,0,2,3,0.66,29,31,0,0,,1,0,0.0,0,1,2,2,0,0,2,3,0,0,0,0
UFC Fight Night: Machida vs Mousasi,Douglas Silva de Andrade,0,27,97,0.27,27,97,0,0,,0,0,0.0,13,70,4,12,10,15,24,89,3,8,0,0,Zubaira Tukhugov,0,35,95,0.36,41,102,3,6,0.5,0,0,43.0,25,78,9,16,1,1,29,73,4,13,2,9
UFC 125: Resolution,Jeremy Stephens,1,25,68,0.36,51,96,0,4,0.0,2,0,62.0,9,51,8,9,8,8,15,57,8,8,2,3,Marcus Davis,0,17,76,0.22,58,122,2,4,0.5,0,0,263.0,13,68,1,3,3,5,17,75,0,1,0,0
UFC 43: Meltdown,Vitor Belfort,1,9,12,0.75,9,12,0,0,,0,0,3.0,8,11,0,0,1,1,1,2,2,2,6,8,Marvin Eastman,0,1,5,0.2,1,5,0,0,,0,0,0.0,0,2,0,0,1,3,1,5,0,0,0,0
UFC Fight Night: Alvarez vs. Poirier 2,John Makdessi,0,131,261,0.5,134,265,0,0,,0,0,0.0,99,211,13,25,19,25,120,244,11,17,0,0,Ross Pearson,0,79,224,0.35,81,226,0,2,0.0,0,0,18.0,51,182,9,15,19,27,79,223,0,1,0,0
UFC 190: Rousey vs Correia,Reginaldo Vieira,0,59,105,0.56,127,179,0,1,0.0,2,0,207.0,39,80,15,17,5,8,32,67,8,14,19,24,Dileno Lopes,0,46,109,0.42,73,146,3,4,0.75,3,0,163.0,24,77,19,25,3,7,30,84,13,19,3,6
UFC Fight Night 56: Shogun vs Saint Preux,Juliana Lima,0,21,38,0.55,65,87,1,4,0.25,0,1,402.0,6,17,7,11,8,10,8,19,10,12,3,7,Nina Nunes,0,23,43,0.53,53,75,0,1,0.0,2,0,164.0,6,19,15,20,2,4,13,25,9,17,1,1
UFC 150: Henderson vs Edgar II,Dustin Pague,0,22,37,0.59,35,54,1,2,0.5,1,0,136.0,21,34,1,2,0,1,7,17,0,0,15,20,Chico Camus,0,32,45,0.71,86,109,2,2,1.0,1,1,652.0,26,39,3,3,3,3,8,11,1,1,23,33
UFC 152: Jones vs Belfort,Seth Baczynski,1,15,78,0.19,15,78,0,0,,0,0,2.0,12,69,3,6,0,3,12,74,2,3,1,1,Simeon Thoresen,0,17,54,0.31,17,54,0,0,,0,0,0.0,9,45,4,5,4,4,15,52,2,2,0,0
UFC Fight Night: Lewis vs. Dos Santos,Anthony Rocco Martin,0,50,152,0.32,70,172,0,0,,0,1,132.0,29,123,4,5,17,24,48,150,2,2,0,0,Sergio Moraes,0,19,83,0.22,24,88,3,3,1.0,0,0,87.0,13,75,5,7,1,1,19,82,0,0,0,1
UFC Fight Night: Hermansson vs. Cannonier,Marc Diakiese,0,40,99,0.4,45,111,4,7,0.57,0,0,308.0,16,52,10,25,14,22,31,84,2,3,7,12,Lando Vannata,0,25,70,0.35,51,108,0,1,0.0,0,0,6.0,4,36,8,12,13,22,24,66,1,4,0,0
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Maximo Blanco,1,4,7,0.57,4,7,0,0,,0,0,1.0,3,6,1,1,0,0,4,7,0,0,0,0,Mike de la Torre,0,1,5,0.2,1,5,0,0,,0,0,0.0,0,3,1,2,0,0,1,5,0,0,0,0
UFC Fight Night: Volkov vs. Struve,Bojan Mihajlovic,0,1,13,0.07,7,21,0,0,,0,0,0.0,1,12,0,1,0,0,1,11,0,1,0,1,Abdul-Kerim Edilov,0,77,125,0.61,150,210,2,2,1.0,1,0,331.0,59,105,16,17,2,3,9,22,6,12,62,91
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Sam Hoger,1,22,119,0.18,71,171,0,1,0.0,0,0,159.0,12,95,5,17,5,7,21,108,1,3,0,8,Bobby Southworth,0,21,84,0.25,81,151,1,2,0.5,0,0,81.0,6,66,1,2,14,16,19,81,1,1,1,2
UFC Fight Night: Overeem vs Arlovski,Antonio Silva,0,0,1,0.0,0,1,0,0,,0,0,1.0,0,0,0,1,0,0,0,1,0,0,0,0,Stefan Struve,1,13,16,0.81,15,18,0,0,,0,0,8.0,12,15,1,1,0,0,1,1,1,3,11,12
UFC on FOX: Henderson vs Diaz,Mauricio Rua,0,41,95,0.43,51,105,1,3,0.33,1,0,88.0,23,69,7,13,11,13,27,76,14,19,0,0,Alexander Gustafsson,0,72,156,0.46,128,215,6,12,0.5,0,0,232.0,57,134,9,13,6,9,47,123,10,14,15,19
UFC 193: Rousey vs Holm,Anthony Perosh,0,6,32,0.18,7,33,0,0,,0,0,0.0,6,30,0,2,0,0,6,30,0,2,0,0,Gian Villante,1,19,34,0.55,19,34,0,0,,0,0,1.0,12,26,5,6,2,2,17,31,2,3,0,0
UFC Fight Night: Rodriguez vs. Penn,Jocelyn Jones-Lybarger,0,21,73,0.28,33,86,0,1,0.0,0,0,3.0,15,62,2,5,4,6,18,66,3,7,0,0,Nina Nunes,0,48,106,0.45,89,155,1,1,1.0,2,0,511.0,37,84,5,9,6,13,24,74,6,8,18,24
Ortiz vs Shamrock 3: The Final Chapter,Jason MacDonald,0,5,7,0.71,14,16,0,1,0.0,2,1,57.0,4,5,0,0,1,2,2,4,0,0,3,3,Ed Herman,0,2,2,1.0,5,5,1,2,0.5,0,1,78.0,0,0,0,0,2,2,2,2,0,0,0,0
UFC 13: The Ultimate Force,Randy Couture,0,1,1,1.0,1,1,1,1,1.0,1,0,,1,1,0,0,0,0,0,0,0,0,1,1,Tony Halme,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
UFC Fight Night: Alvarez vs. Poirier 2,Randa Markos,0,23,72,0.31,30,79,1,11,0.09,0,0,297.0,20,68,2,2,1,2,17,61,0,0,6,11,Nina Nunes,0,49,118,0.41,56,127,0,0,,0,0,33.0,20,84,6,10,23,24,44,107,1,4,4,7
UFC Fight Night: Holloway vs Oliveira,Marcos Rogerio de Lima,0,5,10,0.5,5,10,0,0,,2,0,0.0,3,8,1,1,1,1,5,10,0,0,0,0,Nikita Krylov,0,21,29,0.72,34,46,0,1,0.0,1,0,118.0,16,23,4,5,1,1,7,13,10,11,4,5
UFC 210: Cormier vs. Johnson 2,Kamaru Usman,1,90,171,0.52,117,200,2,8,0.25,0,0,488.0,49,120,23,31,18,20,45,107,6,10,39,54,Sean Strickland,0,27,103,0.26,30,108,0,0,,0,0,0.0,25,101,1,1,1,1,26,101,1,2,0,0
UFC on FUEL TV: Silva vs. Stann,Alex Caceres,0,30,56,0.53,80,112,0,0,,0,3,297.0,18,42,9,11,3,3,10,30,1,1,19,25,Kyung Ho Kang,0,16,43,0.37,33,69,5,9,0.55,0,2,377.0,11,35,2,4,3,4,11,35,1,1,4,7
UFC 110: Nogueira vs Velasquez,James Te Huna,0,22,52,0.42,96,142,5,10,0.5,1,0,550.0,15,43,4,6,3,3,7,16,6,13,9,23,Igor Pokrajac,2,25,54,0.46,50,81,2,4,0.5,0,0,119.0,24,53,1,1,0,0,10,26,10,21,5,7
UFC Fight Night: Makhachev vs. Moises,Khalid Taha,0,33,123,0.26,66,158,0,1,0.0,0,0,0.0,9,82,12,25,12,16,30,117,3,5,0,1,Sergey Morozov,0,50,103,0.48,99,159,6,16,0.37,0,0,514.0,45,94,2,5,3,4,33,81,6,7,11,15
UFC Fight Night: Oezdemir vs. Smith,Nordine Taleb,0,48,95,0.5,49,96,0,0,,0,0,0.0,11,47,12,23,25,25,48,94,0,1,0,0,Sean Strickland,1,65,177,0.36,68,180,0,0,,0,0,37.0,60,172,4,4,1,1,51,152,3,5,11,20
UFC Fight Night: Hendricks vs Thompson,Ovince Saint Preux,0,51,102,0.5,106,165,1,2,0.5,0,0,395.0,43,86,6,14,2,2,18,53,5,8,28,41,Rafael Cavalcante,0,10,22,0.45,29,41,0,1,0.0,0,0,0.0,7,16,0,0,3,6,8,17,0,3,2,2
UFC on FOX: Johnson vs Moraga,Mac Danzig,0,23,56,0.41,24,57,0,1,0.0,0,0,13.0,8,39,4,5,11,12,22,55,1,1,0,0,Melvin Guillard,1,39,88,0.44,43,92,0,0,,0,0,40.0,27,75,8,9,4,4,30,78,3,3,6,7
UFC Fight Night: Cowboy vs Cowboy,Derek Brunson,0,23,51,0.45,27,57,0,0,,0,0,42.0,22,50,0,0,1,1,2,9,0,0,21,42,Roan Carneiro,0,0,13,0.0,0,13,0,1,0.0,0,0,0.0,0,13,0,0,0,0,0,12,0,1,0,0
UFC 81: Breaking Point,Rob Emerson,0,81,212,0.38,89,220,0,0,,0,0,0.0,44,174,9,10,28,28,75,205,4,5,2,2,Keita Nakamura,1,57,191,0.29,66,203,4,4,1.0,0,0,88.0,53,186,4,5,0,0,47,176,10,13,0,2
UFC 209: Woodley vs. Thompson 2,Mirsad Bektic,0,60,98,0.61,146,196,4,10,0.4,0,0,544.0,55,91,4,5,1,2,17,48,7,8,36,42,Darren Elkins,1,28,59,0.47,72,109,0,1,0.0,1,1,82.0,14,45,10,10,4,4,6,36,10,11,12,12
UFC Fight Night: Chiesa vs. Magny,Francisco Figueiredo,0,29,53,0.54,39,65,4,6,0.66,0,0,427.0,11,28,7,11,11,14,20,40,4,4,5,9,Jerome Rivera,0,31,134,0.23,85,199,0,5,0.0,0,1,67.0,12,90,8,20,11,24,22,112,9,22,0,0
UFC 31: Locked and Loaded,BJ Penn,0,22,32,0.68,76,86,2,2,1.0,0,0,270.0,18,28,4,4,0,0,3,8,3,3,16,21,Joey Gilbert,0,3,7,0.42,11,15,0,1,0.0,0,0,6.0,0,4,2,2,1,1,1,5,2,2,0,0
UFC Fight Night: Cerrone vs. Medeiros,Donald Cerrone,3,28,57,0.49,28,57,0,1,0.0,0,0,21.0,16,45,11,11,1,1,24,52,1,1,3,4,Yancy Medeiros,0,25,79,0.31,26,80,0,0,,0,0,17.0,17,70,8,9,0,0,22,76,3,3,0,0
UFC Fight Night: Werdum vs. Tybura,Bec Rawlings,0,65,145,0.44,81,162,2,3,0.66,1,0,142.0,58,130,7,14,0,1,59,139,3,3,3,3,Jessica-Rose Clark,0,101,174,0.58,108,181,2,3,0.66,1,1,319.0,61,126,16,22,24,26,86,158,8,9,7,7
UFC 258: Usman vs. Burns,Maycee Barber,0,40,152,0.26,50,165,3,5,0.6,0,0,194.0,23,130,14,18,3,4,18,119,20,31,2,2,Alexa Grasso,0,38,81,0.46,95,162,0,0,,1,1,310.0,24,57,9,14,5,10,25,61,13,20,0,0
UFC 49: Unfinished Business,Chris Lytle,1,12,25,0.48,38,59,0,1,0.0,2,1,260.0,8,20,3,4,1,1,6,14,1,2,5,9,Ronald Jhun,0,8,16,0.5,20,29,1,1,1.0,0,0,23.0,1,5,3,5,4,6,5,12,3,4,0,0
UFC 225: Whittaker vs. Romero 2,Clay Guida,0,9,25,0.36,9,25,0,1,0.0,0,0,0.0,4,20,3,3,2,2,8,24,1,1,0,0,Charles Oliveira,0,14,29,0.48,14,29,0,0,,1,0,2.0,6,18,1,2,7,9,14,28,0,1,0,0
UFC Fight Night: Stout vs Fisher,Tamdan McCrory,0,8,14,0.57,13,19,2,5,0.4,2,0,99.0,5,8,3,4,0,2,3,6,1,4,4,4,Pete Spratt,0,19,34,0.55,29,44,0,0,,0,1,270.0,16,31,1,1,2,2,5,6,0,0,14,28
UFC Fight Night: Edwards vs. Muhammad,Angela Hill,0,77,135,0.57,97,165,1,3,0.33,0,0,232.0,26,63,35,54,16,18,47,98,29,33,1,4,Ashley Yoder,0,34,116,0.29,53,143,2,6,0.33,0,0,159.0,17,85,11,21,6,10,34,115,0,1,0,0
UFC Fight Night: MacDonald vs Saffiedine,Olivier Aubin-Mercier,0,31,48,0.64,44,61,2,5,0.4,1,0,185.0,22,38,7,8,2,2,25,40,3,3,3,5,Jake Lindsey,0,24,52,0.46,82,111,1,1,1.0,0,0,40.0,3,22,6,11,15,19,19,44,4,6,1,2
UFC 147: Silva vs Franklin 2,Anistavio Medeiros,0,8,18,0.44,8,18,0,0,,0,0,0.0,2,12,0,0,6,6,8,18,0,0,0,0,Rodrigo Damm,0,11,21,0.52,12,22,0,0,,1,0,33.0,7,16,2,2,2,3,11,21,0,0,0,0
UFC 154: St-Pierre vs Condit,Ivan Menjivar,0,6,10,0.6,25,32,0,0,,1,0,0.0,3,5,1,3,2,2,4,8,0,0,2,2,Azamat Gashimov,0,4,13,0.3,18,28,1,1,1.0,0,0,120.0,3,11,0,1,1,1,2,8,0,0,2,5
The Ultimate Fighter: Tournament of Champions Finale,Joseph Benavidez,0,69,232,0.29,69,232,0,0,,0,0,1.0,39,172,19,35,11,25,68,228,1,4,0,0,Henry Cejudo,1,68,195,0.34,70,197,1,7,0.14,0,0,13.0,29,143,29,39,10,13,59,176,9,19,0,0
UFC 186: Johnson vs Horiguchi,Nordine Taleb,0,36,64,0.56,64,97,6,6,1.0,0,0,602.0,26,50,7,10,3,4,12,27,5,7,19,30,Chris Clements,0,17,62,0.27,29,75,0,0,,1,0,0.0,4,39,5,8,8,15,14,52,3,10,0,0
UFC 222: Cyborg vs. Kunitskaya,Bryan Caraway,0,59,168,0.35,116,236,1,23,0.04,0,0,299.0,50,156,4,7,5,5,50,147,8,20,1,1,Cody Stamann,0,95,166,0.57,115,186,0,1,0.0,0,0,0.0,67,132,21,26,7,8,65,128,30,38,0,0
UFC Fight Night: Jacare vs. Brunson 2,Mirsad Bektic,1,12,33,0.36,12,34,0,0,,0,0,4.0,7,24,1,4,4,5,9,29,0,0,3,4,Godofredo Pepey,0,5,17,0.29,5,17,0,0,,0,0,0.0,2,12,2,4,1,1,4,16,1,1,0,0
UFC 231: Holloway vs. Ortega,Max Holloway,0,290,490,0.59,307,507,1,1,1.0,0,0,16.0,244,430,41,55,5,5,281,479,8,10,1,1,Brian Ortega,0,110,292,0.37,112,294,2,11,0.18,0,0,145.0,87,267,16,18,7,7,101,282,9,10,0,0
UFC Fight Night: Lewis vs. Hunt,Dan Hooker,1,69,141,0.48,74,146,0,1,0.0,0,0,1.0,40,108,6,8,23,25,68,140,0,0,1,1,Ross Pearson,0,38,88,0.43,38,88,0,0,,0,0,2.0,15,59,13,18,10,11,36,86,2,2,0,0
UFC 80: Rapid Fire,Alessio Sakara,0,8,10,0.8,10,12,0,0,,0,0,8.0,8,10,0,0,0,0,0,2,0,0,8,8,James Lee,0,0,1,0.0,0,1,2,4,0.5,0,0,42.0,0,1,0,0,0,0,0,1,0,0,0,0
UFC on FOX: Johnson vs. Benavidez 2,Sam Stout,0,54,189,0.28,59,194,1,2,0.5,1,0,45.0,17,120,29,60,8,9,49,180,2,3,3,6,Cody McKenzie,0,31,90,0.34,37,99,1,13,0.07,0,0,104.0,23,80,6,7,2,3,26,85,4,4,1,1
UFC Fight Night: Rodriguez vs. Penn,Anthony Rocco Martin,0,20,40,0.5,83,119,2,6,0.33,0,0,744.0,12,30,7,8,1,2,4,14,6,11,10,15,Alex White,0,11,30,0.36,28,51,0,0,,0,1,40.0,5,20,4,7,2,3,6,20,5,10,0,0
UFC 66: Liddell vs Ortiz 2,Chuck Liddell,1,49,132,0.37,51,138,0,0,,0,0,73.0,40,123,5,5,4,4,33,86,1,2,15,44,Tito Ortiz,0,21,76,0.27,21,76,1,8,0.12,0,0,19.0,7,55,5,6,9,15,19,74,2,2,0,0
UFC 252: Miocic vs. Cormier 3,Herbert Burns,0,10,22,0.45,35,48,3,4,0.75,0,0,159.0,6,15,2,5,2,2,5,15,1,2,4,5,Daniel Pineda,0,57,75,0.76,173,205,1,2,0.5,0,1,373.0,50,65,4,7,3,3,8,13,1,1,48,61
UFC 230: Cormier vs. Lewis,Julio Arce,0,25,119,0.21,46,145,1,5,0.2,2,0,251.0,16,97,9,21,0,1,23,114,2,5,0,0,Sheymon Moraes,2,32,102,0.31,35,105,0,0,,0,0,98.0,22,83,9,18,1,1,16,69,9,13,7,20
UFC 84: Ill Will,Rich Clementi,0,20,47,0.42,171,244,4,8,0.5,0,0,593.0,14,40,2,2,4,5,10,33,3,3,7,11,Terry Etim,1,23,61,0.37,30,72,0,0,,1,0,48.0,13,46,3,6,7,9,18,50,4,7,1,4
UFC 156: Aldo vs Edgar,Alistair Overeem,0,51,71,0.71,73,95,1,1,1.0,0,0,384.0,22,38,27,31,2,2,14,27,18,22,19,22,Antonio Silva,1,21,48,0.43,42,74,0,1,0.0,0,0,0.0,18,40,2,3,1,5,11,30,9,16,1,2
UFC 97: Redemption,Nate Quarry,0,16,34,0.47,29,47,1,1,1.0,0,0,107.0,15,33,1,1,0,0,0,1,1,1,15,32,Jason MacDonald,0,1,1,1.0,3,5,0,1,0.0,0,0,27.0,0,0,0,0,1,1,0,0,1,1,0,0
UFC 74: Respect,Clay Guida,2,44,181,0.24,71,208,0,1,0.0,0,0,206.0,27,155,6,13,11,13,35,166,2,3,7,12,Marcus Aurelio,0,40,135,0.29,47,142,0,3,0.0,0,0,0.0,39,134,0,0,1,1,40,135,0,0,0,0
UFC Fight Night: Rodriguez vs. Waterson,Ludovit Klein,0,45,86,0.52,50,91,4,7,0.57,0,0,208.0,23,57,15,22,7,7,44,85,1,1,0,0,Michael Trizano,0,56,104,0.53,91,143,0,0,,1,0,0.0,34,72,11,21,11,11,54,102,2,2,0,0
UFC 48: Payback,Frank Mir,0,3,3,1.0,3,3,0,0,,1,0,0.0,0,0,0,0,3,3,3,3,0,0,0,0,Tim Sylvia,0,2,5,0.4,2,5,1,1,1.0,0,0,29.0,1,4,1,1,0,0,1,4,1,1,0,0
UFC 111: St-Pierre vs Hardy,Matthew Riddle,0,47,88,0.53,92,140,4,6,0.66,0,0,456.0,13,50,11,11,23,27,5,24,35,47,7,17,Greg Soto,0,21,39,0.53,63,81,0,4,0.0,0,0,41.0,11,29,4,4,6,6,10,23,10,15,1,1
UFC 204: Bisping vs. Henderson,Stefan Struve,0,9,23,0.39,12,26,2,4,0.5,1,0,165.0,3,10,6,13,0,0,8,21,1,1,0,1,Daniel Omielanczuk,0,14,30,0.46,21,39,0,1,0.0,0,0,70.0,6,17,2,6,6,7,12,27,2,3,0,0
UFC 89: Bisping vs Leben,Luiz Cane,1,41,78,0.52,41,78,0,0,,0,0,13.0,37,72,3,5,1,1,28,60,2,5,11,13,Rameau Thierry Sokoudjou,0,28,82,0.34,28,82,0,1,0.0,0,0,0.0,16,65,8,9,4,8,27,78,1,4,0,0
UFC Fight Night: Bigfoot vs Arlovski,Santiago Ponzinibbio,1,10,26,0.38,10,26,0,0,,0,0,1.0,10,24,0,2,0,0,9,23,0,1,1,2,Wendell Oliveira Marques,0,8,24,0.33,8,24,0,0,,0,0,0.0,4,20,0,0,4,4,8,24,0,0,0,0
UFC Fight Night: Hermansson vs. Cannonier,Gunnar Nelson,0,20,36,0.55,26,45,0,2,0.0,0,0,288.0,9,23,4,5,7,8,18,32,2,3,0,1,Gilbert Burns,0,30,76,0.39,46,99,1,3,0.33,1,0,115.0,8,47,8,11,14,18,19,55,10,18,1,3
UFC Fight Night: Dos Santos vs. Ivanov,Kurt Holobaugh,0,102,226,0.45,130,256,1,3,0.33,0,0,38.0,88,206,8,12,6,8,88,208,6,8,8,10,Raoni Barcelos,1,82,146,0.56,95,160,3,4,0.75,0,0,155.0,76,138,5,7,1,1,67,129,8,9,7,8
UFC Fight Night: Dos Anjos vs. Lee,Zak Cummings,1,34,100,0.34,41,107,0,2,0.0,1,0,26.0,10,67,11,16,13,17,28,92,6,8,0,0,Trevin Giles,0,31,64,0.48,36,69,0,0,,0,0,23.0,21,49,7,12,3,3,29,61,2,3,0,0
The Ultimate Fighter: Heavy Hitters Finale,Maurice Greene,0,9,15,0.6,11,18,0,0,,1,0,0.0,6,11,1,2,2,2,4,10,5,5,0,0,Michel Batista,0,0,0,,4,10,1,2,0.5,0,0,72.0,0,0,0,0,0,0,0,0,0,0,0,0
UFC Fight Night: Eye vs. Calvillo,Karl Roberson,0,4,16,0.25,4,16,0,0,,0,0,19.0,4,16,0,0,0,0,4,16,0,0,0,0,Marvin Vettori,0,45,64,0.7,60,79,2,3,0.66,2,0,125.0,45,64,0,0,0,0,2,12,0,0,43,52
UFC 166: Velasquez vs Dos Santos 3,Gabriel Gonzaga,1,8,16,0.5,8,16,0,0,,0,0,3.0,7,12,0,1,1,3,4,10,0,0,4,6,Shawn Jordan,0,2,7,0.28,2,7,0,0,,0,0,0.0,2,7,0,0,0,0,2,7,0,0,0,0
UFC Fight Night: Marreta vs. Anders,Mayra Bueno Silva,0,11,32,0.34,12,33,0,0,,1,0,14.0,9,30,2,2,0,0,5,22,0,1,6,9,Gillian Robertson,0,11,18,0.61,17,27,1,3,0.33,0,0,162.0,10,17,1,1,0,0,2,8,1,1,8,9
UFC 14: Showdown,Alex Hunter,0,7,12,0.58,16,21,1,1,1.0,0,0,,4,8,2,3,1,1,2,3,0,0,5,9,Sam Fulton,0,1,1,1.0,2,2,0,0,,0,0,,0,0,1,1,0,0,1,1,0,0,0,0
UFC Fight Night: Rodriguez vs. Stephens,Sergio Pettis,0,96,253,0.37,96,253,0,0,,0,0,2.0,76,224,5,13,15,16,90,245,5,7,1,1,Tyson Nam,0,40,170,0.23,43,173,0,0,,0,0,46.0,28,149,7,15,5,6,38,164,2,6,0,0
UFC 171: Hendricks vs Lawler,Johny Hendricks,0,158,397,0.39,186,426,2,10,0.2,0,0,248.0,111,343,6,9,41,45,138,369,18,26,2,2,Robbie Lawler,0,150,331,0.45,162,343,0,0,,0,0,0.0,141,320,5,6,4,5,146,321,4,10,0,0
UFC 139: Shogun vs Henderson,Gleison Tibau,0,56,128,0.43,64,136,2,4,0.5,0,0,103.0,45,117,10,10,1,1,53,123,3,4,0,1,Rafael Dos Anjos,0,25,96,0.26,39,110,0,8,0.0,0,0,121.0,13,77,6,9,6,10,18,85,7,11,0,0
UFC 40: Vendetta,Carlos Newton,0,0,0,,0,0,1,1,1.0,1,0,78.0,0,0,0,0,0,0,0,0,0,0,0,0,Pete Spratt,0,1,2,0.5,3,4,0,0,,0,0,2.0,0,1,0,0,1,1,1,2,0,0,0,0
UFC Macao: Franklin vs Le,Takanori Gomi,1,54,140,0.38,88,175,1,2,0.5,0,0,261.0,31,108,11,19,12,13,43,128,10,11,1,1,Mac Danzig,0,64,122,0.52,95,155,2,5,0.4,1,0,93.0,48,97,9,16,7,9,51,102,9,13,4,7
UFC 67: All or Nothing,Roger Huerta,0,13,18,0.72,13,18,1,1,1.0,0,0,12.0,13,18,0,0,0,0,0,1,0,0,13,17,John Halverson,0,1,2,0.5,1,2,0,0,,0,0,0.0,0,1,1,1,0,0,1,2,0,0,0,0
UFC 89: Bisping vs Leben,Terry Etim,0,69,192,0.35,69,192,0,2,0.0,0,0,3.0,35,143,4,8,30,41,66,188,3,4,0,0,Sam Stout,0,55,288,0.19,56,289,1,1,1.0,0,0,5.0,15,216,18,37,22,35,53,284,2,4,0,0
UFC 129: St-Pierre vs Shields,Lyoto Machida,1,15,47,0.31,17,49,0,0,,0,0,2.0,9,40,3,3,3,4,13,44,1,2,1,1,Randy Couture,0,5,23,0.21,5,24,0,3,0.0,0,0,6.0,4,21,1,2,0,0,5,21,0,2,0,0
UFC Fight Night 6,Joe Riggs,0,1,4,0.25,1,4,1,1,1.0,1,0,37.0,1,4,0,0,0,0,1,4,0,0,0,0,Jason Von Flue,0,0,2,0.0,9,11,0,0,,0,1,40.0,0,2,0,0,0,0,0,2,0,0,0,0
UFC 155: Dos Santos vs Velasquez II,Tim Boetsch,1,25,53,0.47,41,74,2,8,0.25,0,0,189.0,8,28,13,21,4,4,13,37,11,14,1,2,Constantinos Philippou,0,28,74,0.37,56,108,0,0,,0,0,169.0,27,70,1,3,0,1,5,34,6,9,17,31
UFC 201: Lawler vs. Woodley,Matt Brown,0,7,17,0.41,7,17,0,1,0.0,0,0,0.0,5,15,2,2,0,0,5,15,2,2,0,0,Jake Ellenberger,2,21,34,0.61,29,43,0,0,,0,0,41.0,18,31,2,2,1,1,7,15,0,0,14,19
